Time,Y
3.733,0.981509
3.743,0.664618
3.753,0.42302
3.763,0.314496
3.773,0.379311
3.783,0.372875
3.793,0.244442
3.803,0.032632
3.813,-0.268841
3.823,-0.728236
3.833,-1.052312
3.843,-1.321602
3.85300512695312,-1.787283
3.863,-2.429448
3.873,-2.213297
3.883,-1.941313
3.893,-2.037563
3.904,-1.871259
3.914,-1.497187
3.924,-1.12536
3.934,-0.889899
3.944,-0.655487
3.954,-0.364642
3.964,-0.096549
3.974,0.154628
3.984,0.422422
3.994,0.548759
4.004,0.482297
4.014,0.267344
4.024,-0.143102
4.034,-0.590522
4.044,-0.988844
4.054,-1.418899
4.064,-1.847758
4.074,-2.170037
4.084,-2.359543
4.094,-2.44292
4.104,-2.311942
4.114,-2.124981
4.124,-1.999392
4.134,-2.027833
4.144,-2.106569
4.154,-1.881887
4.164,-1.701811
4.17400512695312,-1.849853
4.184,-2.130669
4.195,-2.575993
4.205,-2.968627
4.215,-2.720742
4.225,-1.917363
4.235,-1.244662
4.245,-0.467029
4.255,0.233814
4.265,0.689466
4.275,1.345402
4.285,1.871558
4.295,1.906585
4.305,1.805096
4.315,1.799408
4.325,1.951492
4.335,2.0916
4.345,2.097438
4.355,2.192042
4.365,2.374213
4.375,2.478995
4.385,2.443219
4.395,2.29383
4.405,2.12573
4.415,2.008074
4.425,1.842818
4.435,1.665437
4.445,1.535806
4.455,1.417702
4.465,1.294059
4.475,1.147514
4.486,1.050066
4.496,0.918041
4.506,0.786764
4.516,0.665666
4.526,0.599952
4.536,0.558638
4.546,0.512235
4.556,0.520168
4.566,0.555794
4.576,0.546364
4.586,0.402663
4.596,0.34623
4.606,0.345931
4.616,0.362696
4.626,0.373174
4.636,0.470771
4.646,0.596959
4.656,0.675994
4.666,0.771795
4.676,0.880918
4.686,0.80802
4.696,0.681533
4.706,0.580942
4.716,0.500858
4.726,0.373773
4.736,0.393532
4.746,0.396675
4.756,0.380359
4.766,0.362097
4.777,0.37527
4.787,0.47137
4.797,0.541274
4.807,0.596809
4.817,0.63019
4.827,0.646655
4.837,0.655786
4.847,0.695304
4.857,0.696352
4.867,0.617316
4.877,0.616119
4.887,0.65893
4.897,0.677641
4.907,0.709225
4.917,0.744552
4.927,0.777633
4.937,0.789608
4.947,0.751587
4.957,0.720003
4.967,0.696801
4.977,0.641117
4.987,0.579445
4.997,0.550106
5.007,0.562381
5.017,0.59172
5.027,0.598306
5.037,0.609832
5.047,0.62046
5.057,0.640069
5.067,0.656984
5.078,0.675545
5.088,0.662073
5.098,0.675845
5.108,0.680186
5.118,0.653092
5.128,0.643661
5.138,0.618663
5.148,0.625699
5.158,0.68303
5.168,0.686922
5.178,0.572859
5.188,0.584834
5.198,0.493673
5.208,0.368234
5.218,0.292492
5.228,0.178579
5.238,0.021705
5.248,-0.130079
5.258,-0.075593
5.268,0.035327
5.278,0.168699
5.288,0.246986
5.298,0.33665
5.308,0.538879
5.318,0.770448
5.328,1.092279
5.338,1.430725
5.348,1.667532
5.358,1.800007
5.369,1.966012
5.379,2.119293
5.389,2.246977
5.399,2.319876
5.409,2.391726
5.419,2.581532
5.429,2.858156
5.439,3.144361
5.449,3.423231
5.459,3.669769
5.469,3.75584
5.479,3.828139
5.48900512695313,3.898343
5.499,3.977978
5.509,4.071384
5.519,4.245022
5.529,4.381389
5.53899462890625,4.445905
5.549,4.447102
5.559,4.302204
5.569,4.123924
5.579,4.101321
5.589,4.071683
5.599,3.977529
5.609,3.869902
5.619,3.841013
5.629,3.888763
5.639,3.94819
5.649,4.00103
5.66,3.789669
5.67,3.100802
5.68,2.374063
5.69,1.806443
5.7,1.060096
5.71,-0.145048
5.72,-1.152453
5.73,-1.893562
5.74,-2.628235
5.75,-3.387905
5.76,-3.661985
5.77,-3.014881
5.78,-2.07753
5.79,-1.504222
5.8,-0.733924
5.81000512695312,0.091759
5.82,0.839903
5.83,1.535806
5.84,2.071842
5.85,2.422113
5.85999487304688,2.491269
5.87,2.434687
5.88,2.198778
5.89,2.038012
5.9,2.140249
5.91,2.323468
5.92,2.50519
5.93,2.73122
5.94,2.91878
5.951,3.229384
5.961,3.333568
5.971,3.269351
5.981,3.164719
5.991,2.847229
6.001,2.405198
6.011,2.139651
6.021,1.90419
6.031,1.750909
6.041,1.696722
6.051,1.641786
6.061,1.671574
6.071,1.759741
6.081,1.852548
6.091,1.968556
6.101,1.982028
6.111,2.021696
6.121,1.989213
6.131,1.929637
6.141,1.871408
6.151,1.855392
6.161,1.801354
6.171,1.734443
6.181,1.721121
6.191,1.739832
6.201,1.75061
6.211,1.712439
6.221,1.69283
6.231,1.656755
6.242,1.645528
6.252,1.597478
6.262,1.59164
6.272,1.60616
6.282,1.603017
6.292,1.674119
6.302,1.74552
6.312,1.815874
6.322,1.90913
6.332,1.931134
6.342,1.917662
6.352,1.914818
6.362,1.958827
6.372,1.927991
6.382,1.972897
6.392,1.925147
6.402,1.879192
6.412,1.935475
6.422,1.954037
6.432,1.97619
6.442,2.024839
6.452,2.035168
6.462,1.967958
6.472,1.949247
6.482,1.952091
